employee_id,name,age,department,salary,email,join_date,experience_years,city,performance
,Sneha,39,HR,,emp772@gamil.com,10/05/2020,-3,delhi,Average
ID-750,Rekha,,finanec,-5000,emp15@,2020/05/10,4,mumbai,Poor
,Kunal,32,IT,,emp352@yahoo.com,2020/05/10,12,,
EMP_752,Ravi,150,Finance,,emp530@yahoo.com,,-3,Delhi,Average
E753,Rita,20,I.T,50k,emp829@gamil.com,2020/05/10,,Delhi,
E754,Rita,,HR,-5000,emp917@gmail.com,05-10-2020,,,Average
ID-755,Meera@,150,,50k,emp823@gamil.com,10/05/2020,18,,EXCELENT
,"Rekha ",,I.T,,emp343@,05-10-2020,,Delhi,Good
ID-757,Ankit,,finanec,50k,invalid@,2020-05-10,-3,delhi,Good
E758,Sneha,,HR,,emp466@gmail.com,,,delhi,
ID-759,Ankit,150,,50k,emp783@gmail.com,,,Mumbai,
EMP_760,Kunal,150,Sales,,emp106@gmail.com,10/05/2020,-3,delhi,Poor
ID-761,Rekha,,IT,,,,-3,,Average
EMP_762,Rekha,36,,-5000,emp136@gmail.com,,,,Average
,Sneha,,Finance,50k,emp277@,,-3,,Good
ID-764,Pooja,150,Sales,50k,invalid@,,19,suratt,Excellent
E765,Rekha,,IT,,emp243@,10/05/2020,-3,Delhi,
E766,Meera,31,Sales,,emp967@gamil.com,2020-05-10,8,,Good
E767,Amit,150,Sales,,emp773@yahoo.com,10/05/2020,,Delhi,Good
EMP_768,Rita,38,,50k,emp295@gmail.com,2020-05-10,,Delhi,Good
,Harsh,,,,emp944@gamil.com,2020/05/10,,Delhi,Good
EMP_770,Rekha,150,IT,,emp991@,,18,,
E771,Sam,,HR,50k,emp43@yahoo.com,,0,delhi,
ID-772,Rekha,150,I.T,,,2020-05-10,-3,Surat,
,Ravi,59,finanec,103427,emp83@gamil.com,,5,suratt,Poor
,Ankit,,finanec,,emp771@gmail.com,2020/05/10,2,delhi,Poor
EMP_775,Sam,150,finanec,,emp426@yahoo.com,2020/05/10,-3,Surat,EXCELENT
EMP_776,Amit,,SALEs,,emp515@,10/05/2020,,Surat,Poor
,Ravi,150,HR,,emp740@,10/05/2020,7,,
,Meera,,IT,,emp5@,2020-05-10,16,Mumbai,Average
ID-779,Amit,37,,,emp139@gamil.com,,-3,,Average
E780,John,21,IT,50k,emp913@gmail.com,,,delhi,Good
E781,Rekha,150,,,emp536@gmail.com,2020-05-10,,,
ID-782,Sneha,21,H R,136280,emp278@gmail.com,2020/05/10,,,Good
E783,Ravi,22,finanec,,,2020-05-10,-3,Delhi,
EMP_784,Kunal,150,Finance,50k,,,-3,,EXCELENT
,Kunal,,HR,,emp105@gamil.com,,,suratt,Poor
E786,Amit##,,Finance,-5000,emp32@,10/05/2020,2,Delhi,
E787,Amit,50,SALEs,-5000,emp456@yahoo.com,,,,Average
E788,John,,H R,-5000,emp530@gamil.com,,11,mumbai,EXCELENT
EMP_789,Pooja,,H R,,invalid@,10/05/2020,,,Excellent
ID-790,Rita,150,Finance,50k,,,-3,,Excellent
,Ankit,,I.T,131018,noemail,05-10-2020,,suratt,EXCELENT
EMP_792,Sam,150,Sales,,,,6,,
ID-793,Meera,26,IT,,emp907@gmail.com,,20,,Average
ID-794,Harsh@,18,Sales,125303,emp372@yahoo.com,,10,delhi,
E795,Amit,60,,50k,emp238@gmail.com,10/05/2020,-3,suratt,Average
ID-796,Sam,150,finanec,-5000,emp319@gmail.com,2020-05-10,8,,
E797,Sneha##,,,,emp861@gmail.com,10/05/2020,,Mumbai,Poor
EMP_798,Kunal,21,SALEs,61576,,10/05/2020,,Delhi,EXCELENT
,Amit@,,IT,50k,emp319@yahoo.com,2020/05/10,,,Average
EMP_800,Rekha,150,H R,,emp712@yahoo.com,2020/05/10,3,delhi,
ID-801,Harsh,,IT,-5000,emp232@yahoo.com,,,,Poor
E802,Pooja,28,Sales,,emp765@,2020/05/10,-3,,EXCELENT
E803,Meera,,H R,,emp558@,,-3,delhi,Average
EMP_804,Sneha,,SALEs,116208,,,-3,Mumbai,
,Sam,,IT,50k,emp814@gmail.com,10/05/2020,-3,delhi,
ID-806,Meera,,I.T,50k,emp139@,2020/05/10,,delhi,Good
,Rekha,,HR,,emp438@yahoo.com,,9,suratt,EXCELENT
ID-808,John,150,IT,,emp342@yahoo.com,2020/05/10,,delhi,
,Sneha,,finanec,,emp805@gmail.com,05-10-2020,,Delhi,
E810,Amit,,I.T,-5000,emp801@gamil.com,,,mumbai,
ID-811,Rekha,,IT,,emp742@yahoo.com,05-10-2020,,delhi,
ID-812,John,,HR,50k,noemail,,,Delhi,Good
,Meera,150,Finance,106900,emp922@gmail.com,,-3,suratt,EXCELENT
,Kunal,150,,,emp277@yahoo.com,,,,EXCELENT
,Sam,,,50k,emp659@gmail.com,,,,Poor
EMP_816,Sam,,Finance,-5000,emp444@gmail.com,,,suratt,EXCELENT
,Pooja##,150,Sales,,invalid@,,,Mumbai,Average
ID-818,Kunal,150,,-5000,emp751@gamil.com,2020/05/10,19,Surat,Excellent
ID-819,Rita,,,,emp146@gamil.com,05-10-2020,19,delhi,Excellent
ID-820,Ankit,26,I.T,-5000,noemail,05-10-2020,,Surat,Average
ID-821,Harsh,,H R,-5000,,,12,delhi,
E822,Harsh,,Finance,,,10/05/2020,-3,Surat,Average
,Meera,52,H R,-5000,emp399@gmail.com,10/05/2020,,suratt,
ID-824,Amit,18,SALEs,101502,emp292@gmail.com,05-10-2020,,Surat,EXCELENT
,Kunal,34,SALEs,-5000,emp804@yahoo.com,,20,delhi,Average
,Kunal,39,IT,,emp311@gamil.com,,19,Surat,EXCELENT
ID-827,John,,Finance,,emp292@gmail.com,10/05/2020,,mumbai,
ID-828,Meera,,Sales,-5000,emp806@gmail.com,05-10-2020,6,,Good
,Harsh,51,Sales,,,,,Delhi,EXCELENT
ID-830,Ravi,150,H R,,emp244@gmail.com,2020/05/10,,delhi,Excellent
,Harsh,41,,,,05-10-2020,-3,mumbai,
ID-832,John,150,,,emp118@yahoo.com,,5,Mumbai,
ID-833,Rita12,150,IT,,emp872@gmail.com,,,Mumbai,Poor
E834,Rekha,150,SALEs,50k,invalid@,2020/05/10,-3,Surat,Good
EMP_835,Rita,150,SALEs,,emp83@gmail.com,2020/05/10,-3,,
,Meera,,HR,50k,emp820@,10/05/2020,-3,,Poor
,Pooja##,,,,,10/05/2020,-3,Delhi,Average
,Pooja,59,IT,,emp863@yahoo.com,10/05/2020,15,Surat,
,Meera,,,50k,emp112@,10/05/2020,-3,delhi,Poor
EMP_840,John,150,,40507,emp369@yahoo.com,,,Surat,Good
,Kunal,,IT,143789,emp823@gmail.com,,,Mumbai,Average
EMP_842,Meera,150,Finance,-5000,emp690@,,-3,suratt,Poor
E843,Ravi,,IT,,noemail,2020/05/10,-3,Delhi,EXCELENT
EMP_844,Kunal,,,,noemail,,18,Delhi,Excellent
ID-845,Rita@,38,finanec,,emp315@gamil.com,2020/05/10,,,Average
ID-846,Ravi,,I.T,-5000,emp693@gamil.com,05-10-2020,-3,,EXCELENT
E847,Ravi,150,,104366,,05-10-2020,,mumbai,
ID-848,Sam##,150,SALEs,,emp673@gamil.com,2020/05/10,,delhi,
EMP_849,Ravi,,H R,,emp50@gmail.com,05-10-2020,3,,
E850,Ankit,,,,emp279@,2020/05/10,,Mumbai,
,Sam,46,Sales,-5000,invalid@,,19,mumbai,EXCELENT
ID-852,Harsh,150,Sales,50k,emp664@gmail.com,05-10-2020,,delhi,Average
,Pooja,150,Finance,50k,emp822@yahoo.com,,1,,Average
,"Kunal ",,finanec,,emp674@yahoo.com,05-10-2020,,suratt,EXCELENT
ID-855,Sneha,,finanec,-5000,invalid@,05-10-2020,,Delhi,
EMP_856,Pooja,43,SALEs,50k,invalid@,,-3,,Average
EMP_857,John,150,,50k,emp706@,,,Surat,
ID-858,Harsh,,Sales,50k,emp592@gamil.com,2020-05-10,-3,Delhi,Excellent
E859,"Sneha ",25,,-5000,emp464@gamil.com,05-10-2020,-3,mumbai,Excellent
ID-860,Kunal,,H R,-5000,emp713@,,,Mumbai,Poor
,Ankit,,Finance,50k,emp127@gmail.com,2020/05/10,,,Average
,Meera,,Finance,50k,noemail,2020-05-10,,mumbai,
,Ravi@,,IT,,,,-3,delhi,EXCELENT
,"Harsh ",,,-5000,invalid@,,-3,Delhi,EXCELENT
E865,Ankit,,IT,,,05-10-2020,,Delhi,
E866,Kunal,37,Finance,-5000,noemail,05-10-2020,11,suratt,
EMP_867,Harsh,20,I.T,,emp838@,05-10-2020,2,suratt,Poor
ID-868,Harsh,,Finance,,emp576@yahoo.com,,-3,delhi,
ID-869,Sam,150,,-5000,emp24@gamil.com,,,delhi,
E870,Meera,26,Finance,,emp362@yahoo.com,05-10-2020,14,Surat,
EMP_871,Sam,,Finance,50k,emp56@gamil.com,05-10-2020,18,Delhi,Good
,Ankit,31,IT,,,10/05/2020,,Surat,Average
,Sam,150,finanec,,emp317@gmail.com,2020-05-10,-3,Mumbai,
E874,Rekha,150,finanec,50k,,,-3,mumbai,
E875,Harsh,,IT,,invalid@,2020-05-10,,Delhi,EXCELENT
EMP_876,Rekha,28,finanec,50k,emp789@gamil.com,05-10-2020,20,delhi,Excellent
,John,,HR,19549,emp181@yahoo.com,05-10-2020,,Delhi,Good
E878,Kunal,,H R,,emp958@gamil.com,,,Surat,
,Harsh,,HR,86392,emp359@gmail.com,10/05/2020,,suratt,EXCELENT
ID-880,Rekha,150,H R,50k,emp223@yahoo.com,2020/05/10,,Delhi,Poor
EMP_881,Harsh,150,H R,123105,emp976@gamil.com,10/05/2020,,Delhi,Excellent
ID-882,Ankit,,SALEs,,emp305@gamil.com,2020-05-10,17,mumbai,Excellent
E883,Kunal,150,Finance,-5000,emp302@yahoo.com,,-3,delhi,Poor
E884,Amit,,SALEs,-5000,emp325@gamil.com,05-10-2020,-3,Mumbai,Poor
,Kunal,30,,,emp694@,10/05/2020,-3,delhi,Good
ID-886,Sneha,,finanec,,emp852@,2020/05/10,,Surat,
,Sam,,finanec,,emp572@,2020-05-10,,,Poor
E888,Meera,,,,emp305@gamil.com,05-10-2020,0,delhi,Good
,Kunal,,Finance,50k,emp795@gmail.com,2020-05-10,6,mumbai,
EMP_890,John,,I.T,50k,emp49@,2020/05/10,0,Delhi,Excellent
ID-891,Sam,,H R,-5000,emp67@gmail.com,10/05/2020,,Mumbai,Good
EMP_892,Amit,,IT,,emp409@yahoo.com,05-10-2020,-3,,Excellent
,Ankit,,SALEs,,emp690@yahoo.com,10/05/2020,,Mumbai,EXCELENT
ID-894,Harsh,150,SALEs,16296,emp158@gmail.com,10/05/2020,-3,Surat,
EMP_895,Meera,,,,emp646@,05-10-2020,,,Good
,Sam,,,50k,emp163@yahoo.com,05-10-2020,-3,suratt,
E897,Kunal,150,HR,50k,,10/05/2020,-3,Delhi,
EMP_898,Kunal,,,50k,emp110@gmail.com,2020/05/10,,delhi,Poor
E899,Sam,31,Finance,,invalid@,2020/05/10,,suratt,Good
EMP_900,John,,Sales,,emp859@gmail.com,,,Mumbai,
ID-901,Meera,,,,emp526@gamil.com,10/05/2020,-3,Surat,Average
EMP_902,Sneha,,HR,,emp560@gamil.com,2020-05-10,-3,Surat,Poor
,Ankit,,finanec,,emp269@yahoo.com,2020/05/10,9,mumbai,EXCELENT
ID-904,Ankit,,Finance,,emp107@gamil.com,,-3,Surat,
ID-905,Amit,,,,emp897@yahoo.com,2020-05-10,7,Mumbai,Good
,Meera,,I.T,,emp122@gamil.com,,,,EXCELENT
ID-907,Kunal,,SALEs,50k,invalid@,2020/05/10,-3,,Average
E908,Rita,150,SALEs,,emp214@,,,Mumbai,
EMP_909,Pooja,31,SALEs,,emp371@gamil.com,05-10-2020,,delhi,Excellent
EMP_910,Amit,,HR,50k,emp358@yahoo.com,,-3,,Excellent
E911,Rita,,Sales,50k,emp341@,,,Mumbai,
,Pooja,,,50k,emp533@gmail.com,2020-05-10,,Surat,EXCELENT
,Meera,,I.T,,emp750@gamil.com,2020/05/10,,,Excellent
EMP_914,John,54,Finance,27601,emp363@gamil.com,,,delhi,EXCELENT
ID-915,Amit,,I.T,,emp703@gmail.com,,,suratt,Average
EMP_916,Rekha12,150,I.T,,invalid@,2020/05/10,11,Mumbai,Average
ID-917,Meera,,Finance,48171,emp253@,2020/05/10,,mumbai,Average
,Rekha,23,H R,86426,emp864@gamil.com,,20,,Good
,John@,59,SALEs,-5000,emp324@gamil.com,,,Mumbai,
,Rita,,SALEs,-5000,noemail,05-10-2020,-3,Mumbai,Excellent
E921,Rita,,SALEs,76420,emp537@gmail.com,,,suratt,Good
E922,Pooja12,,HR,147136,emp428@gmail.com,2020-05-10,-3,Mumbai,
EMP_923,Ankit,150,Finance,-5000,emp214@gamil.com,,,,
E924,Kunal,,HR,50k,emp622@gmail.com,,,,
EMP_925,"Ankit ",25,HR,124591,emp749@yahoo.com,10/05/2020,8,Delhi,Poor
ID-926,Amit,,,85344,emp211@gamil.com,,,Surat,Poor
,Amit,,,19901,emp605@,10/05/2020,-3,Delhi,Good
EMP_928,Amit,48,Sales,50k,,,,mumbai,
E929,Sneha,19,Finance,-5000,emp594@gamil.com,2020-05-10,,Mumbai,Excellent
,John,,IT,50k,emp837@gamil.com,2020-05-10,-3,mumbai,Average
,Kunal,46,finanec,,emp136@,05-10-2020,-3,suratt,
ID-932,Kunal,,I.T,,emp195@gamil.com,,,Surat,Average
E933,Amit,150,finanec,,emp700@yahoo.com,2020-05-10,19,mumbai,
EMP_934,Pooja,150,H R,50k,emp612@yahoo.com,2020-05-10,,Surat,EXCELENT
ID-935,Amit,150,IT,-5000,emp34@yahoo.com,,,mumbai,Average
E936,Kunal,53,I.T,41353,emp737@gmail.com,05-10-2020,7,,Good
,Kunal,150,SALEs,,emp744@yahoo.com,2020-05-10,5,delhi,
ID-938,Kunal,,Sales,,emp943@,,18,suratt,Excellent
E939,Sam,,SALEs,,emp382@,05-10-2020,,Surat,
EMP_940,John,,Sales,,emp54@,2020-05-10,,suratt,Excellent
ID-941,Meera,,Finance,,emp595@yahoo.com,,,Delhi,Good
E942,Harsh,,IT,143201,emp229@gamil.com,10/05/2020,3,,Good
ID-943,Rita,150,finanec,-5000,emp526@yahoo.com,,18,delhi,
,Meera,,Finance,,emp57@gamil.com,2020/05/10,,Mumbai,EXCELENT
ID-945,Rekha,25,Finance,,emp215@gmail.com,2020-05-10,,,Average
,Meera,57,finanec,,emp247@gmail.com,2020-05-10,-3,,
EMP_947,Sam,150,,31723,emp328@yahoo.com,,,mumbai,
,Meera,,Finance,-5000,emp876@gmail.com,2020-05-10,,,
,Pooja,58,Finance,50k,noemail,10/05/2020,,Surat,Excellent
EMP_950,Sneha,18,Finance,50k,emp770@gmail.com,,0,delhi,Good
E951,Ravi,,Finance,,emp629@gmail.com,,,delhi,EXCELENT
EMP_952,Kunal,,SALEs,,emp275@gmail.com,10/05/2020,-3,Surat,Excellent
,Rekha,,IT,,emp251@gamil.com,2020-05-10,-3,Surat,Good
EMP_954,Amit,,SALEs,48670,emp489@yahoo.com,05-10-2020,,Surat,EXCELENT
EMP_955,Meera,46,HR,-5000,emp447@yahoo.com,,-3,Delhi,
E956,Sam12,56,H R,,invalid@,10/05/2020,18,Surat,Poor
E957,Kunal,,Sales,,emp365@yahoo.com,2020-05-10,-3,suratt,Good
ID-958,Sam,,H R,50k,emp237@,05-10-2020,,mumbai,Poor
E959,Meera,,H R,50k,emp688@gmail.com,,17,mumbai,EXCELENT
ID-960,Ravi,,finanec,,emp233@yahoo.com,2020/05/10,,suratt,EXCELENT
ID-961,Pooja,22,SALEs,36489,,2020/05/10,-3,Surat,
ID-962,Kunal,,IT,17343,emp599@,10/05/2020,,delhi,Excellent
ID-963,Rita,,IT,,emp62@gamil.com,,,mumbai,Average
E964,Rita,150,Sales,-5000,emp151@gmail.com,,12,Mumbai,Good
,Pooja,32,finanec,91203,emp646@yahoo.com,05-10-2020,-3,Surat,
ID-966,Harsh,,IT,,invalid@,,,Mumbai,Excellent
EMP_967,Kunal##,,,50k,emp679@yahoo.com,05-10-2020,-3,suratt,Good
E968,Pooja,18,I.T,,emp70@yahoo.com,2020-05-10,-3,Surat,
EMP_969,Kunal,150,H R,50k,emp222@gamil.com,10/05/2020,,,Excellent
,John,,HR,,emp527@yahoo.com,10/05/2020,,suratt,Average
E971,John,,I.T,,emp480@yahoo.com,10/05/2020,20,Surat,Good
E972,Sneha,,H R,50k,emp775@gamil.com,10/05/2020,-3,,Poor
ID-973,Meera12,,I.T,,emp320@,,-3,delhi,
E974,Ravi,150,finanec,-5000,noemail,,-3,delhi,Excellent
EMP_975,Meera,,,,emp946@,,-3,suratt,
E976,Amit,,,,,,13,mumbai,Excellent
,Sneha,41,HR,,,,,suratt,Excellent
,Rita,150,HR,,emp68@gmail.com,,,delhi,Poor
EMP_979,Rekha,27,,-5000,emp892@gamil.com,2020/05/10,,suratt,
E980,Meera,41,,-5000,emp696@gamil.com,,,delhi,Poor
E981,Sam,,HR,50k,emp287@yahoo.com,2020/05/10,19,,
E982,Pooja,36,Sales,79573,emp703@gmail.com,,10,mumbai,Average
ID-983,"Amit ",150,Finance,,emp985@gamil.com,,,,
EMP_984,Amit,150,finanec,-5000,emp233@,10/05/2020,,Surat,EXCELENT
E985,Meera,29,,38723,noemail,10/05/2020,,,Average
E986,Rekha,,,107708,emp415@yahoo.com,10/05/2020,-3,Mumbai,
E987,Ravi,,Sales,50k,emp288@gamil.com,2020-05-10,,,Poor
,Rekha,,finanec,,,,-3,mumbai,Poor
,Rekha,,H R,140747,emp112@yahoo.com,,,,Excellent
E990,Harsh,51,Finance,50k,emp847@gamil.com,10/05/2020,-3,mumbai,EXCELENT
E991,Pooja,42,SALEs,50k,emp955@gmail.com,2020-05-10,1,Surat,EXCELENT
EMP_992,Rita,34,Sales,,emp511@,,,Mumbai,Poor
EMP_993,Kunal,,Sales,50k,emp357@gamil.com,10/05/2020,,mumbai,Average
ID-994,Harsh,56,I.T,50k,emp544@yahoo.com,2020-05-10,14,suratt,Excellent
E995,Pooja,,I.T,,noemail,,0,mumbai,Excellent
EMP_996,John,,I.T,50k,emp625@yahoo.com,,,mumbai,Poor
E997,Ankit,,HR,,emp823@gmail.com,10/05/2020,8,Mumbai,Average
,Harsh,,Finance,,,,-3,delhi,EXCELENT
E999,Kunal12,150,IT,79043,emp840@gmail.com,2020-05-10,-3,mumbai,Excellent
E1000,Sneha12,150,HR,,,2020-05-10,,,Good
ID-1001,Rekha,,finanec,107795,emp598@gmail.com,2020/05/10,4,Surat,Excellent
,Kunal,39,HR,,emp201@gmail.com,2020/05/10,,,
ID-1003,Rekha,,IT,,emp340@,2020-05-10,,Surat,EXCELENT
ID-1004,Sam,,HR,13127,emp217@gamil.com,,,,
EMP_1005,Ankit,53,IT,-5000,emp422@,10/05/2020,,Mumbai,Poor
,Ankit,,,,emp653@yahoo.com,2020/05/10,,Delhi,
,Pooja,38,HR,,emp965@gmail.com,2020/05/10,6,Delhi,Poor
,John,150,,,emp630@yahoo.com,05-10-2020,9,Surat,Good
E1009,Pooja,150,Finance,,invalid@,2020/05/10,,mumbai,Poor
EMP_1010,Sneha,,Sales,-5000,emp364@yahoo.com,05-10-2020,,Delhi,Poor
,Kunal,150,Sales,33889,emp658@,2020/05/10,17,delhi,
E1012,Pooja##,59,SALEs,,emp30@gmail.com,,,Surat,EXCELENT
EMP_1013,Rita,,IT,-5000,emp66@gmail.com,2020/05/10,,,
,"Pooja ",44,SALEs,63394,emp417@gmail.com,,17,Mumbai,EXCELENT
,Kunal,,,50k,emp760@gmail.com,2020/05/10,-3,Delhi,EXCELENT
E1016,Ankit,150,SALEs,,emp829@gmail.com,05-10-2020,16,Delhi,
ID-1017,Pooja,22,H R,147484,,10/05/2020,,suratt,Good
E1018,Meera##,43,IT,50k,emp939@yahoo.com,10/05/2020,,Mumbai,Excellent
EMP_1019,Ankit,,SALEs,50k,emp162@gamil.com,2020-05-10,-3,Delhi,
ID-1020,Harsh,52,IT,50k,emp926@gmail.com,2020-05-10,,Mumbai,Average
,Sam@,40,finanec,,emp204@gamil.com,05-10-2020,,Surat,
ID-1022,Sneha@,,IT,,emp207@gmail.com,,,mumbai,Good
ID-1023,Rekha,20,H R,,,,-3,Delhi,EXCELENT
ID-1024,Kunal,49,I.T,,noemail,05-10-2020,15,suratt,
E1025,John,,IT,,emp990@gamil.com,2020-05-10,11,Delhi,Good
EMP_1026,Sneha,51,,50k,emp410@,,,Delhi,
E1027,Pooja,,Sales,,emp538@,2020-05-10,-3,mumbai,Excellent
E1028,John,49,H R,,emp396@,,,Surat,EXCELENT
ID-1029,Amit,150,IT,,,10/05/2020,-3,,
ID-1030,Harsh12,,SALEs,49481,emp957@yahoo.com,,-3,,EXCELENT
ID-1031,Sam,,,,emp222@gamil.com,,-3,mumbai,Good
ID-1032,Ravi,,SALEs,39300,,05-10-2020,,Surat,Average
E1033,Sam,150,finanec,-5000,emp55@,05-10-2020,15,Mumbai,Excellent
E1034,Sam,150,HR,,emp991@,10/05/2020,-3,,
ID-1035,Rekha12,30,Sales,-5000,emp142@yahoo.com,2020-05-10,,suratt,Good
E1036,Pooja,150,IT,50k,emp404@,2020/05/10,-3,suratt,Poor
ID-1037,Ankit,60,,,emp545@gamil.com,2020/05/10,,Mumbai,
,Amit,150,,50k,emp151@,05-10-2020,-3,,EXCELENT
E1039,Sam,,,,emp319@gamil.com,10/05/2020,8,suratt,Good
ID-1040,Ravi,150,,-5000,,10/05/2020,,Surat,
EMP_1041,"Harsh ",150,finanec,-5000,emp563@gamil.com,,,Surat,Average
ID-1042,Sneha,150,I.T,109008,noemail,2020-05-10,,suratt,Poor
EMP_1043,Amit,48,finanec,56867,,10/05/2020,6,,Average
EMP_1044,Harsh,,finanec,,emp635@gamil.com,,,Surat,Average
ID-1045,Pooja,150,Finance,,emp701@gmail.com,,,suratt,Excellent
E1046,Rita,150,,,emp117@gamil.com,2020-05-10,,,
EMP_1047,Ankit,150,SALEs,118389,emp389@yahoo.com,10/05/2020,,Delhi,Good
EMP_1048,Harsh,,HR,29608,emp273@gamil.com,2020-05-10,19,,Good
EMP_1049,Amit,,IT,106287,emp927@,,16,suratt,
ID-1050,Ankit,,Finance,-5000,emp783@yahoo.com,,,mumbai,Average
ID-1051,Meera@,150,,-5000,emp222@gamil.com,05-10-2020,,Delhi,Average
ID-1052,Harsh,21,I.T,145150,emp674@gamil.com,05-10-2020,,Surat,Average
EMP_1053,Harsh,44,HR,-5000,emp353@,2020-05-10,,Mumbai,Good
,Kunal##,150,HR,20252,emp174@,2020-05-10,3,suratt,Good
ID-1055,Pooja,55,,,noemail,,,,Good
EMP_1056,Meera,,SALEs,17256,emp377@gmail.com,05-10-2020,,mumbai,Poor
E1057,Kunal,,IT,-5000,emp596@gmail.com,05-10-2020,,mumbai,Average
E1058,Sneha,34,HR,25008,emp872@gamil.com,2020-05-10,,mumbai,Poor
EMP_1059,John12,39,Sales,50k,noemail,2020/05/10,,delhi,
ID-1060,John,,H R,86654,emp423@gamil.com,,2,suratt,Average
EMP_1061,Ravi,150,,50k,emp740@,10/05/2020,,mumbai,Average
,Ankit@,53,Finance,,emp861@gmail.com,,,Mumbai,Average
E1063,Rekha,,IT,,emp33@gmail.com,,7,Delhi,
ID-1064,Pooja,,SALEs,,emp931@,05-10-2020,-3,,
EMP_1065,Pooja,,IT,-5000,emp12@yahoo.com,10/05/2020,,Mumbai,Poor
EMP_1066,Sneha,57,HR,,,05-10-2020,6,Delhi,Good
,John,32,HR,50k,emp865@gmail.com,2020-05-10,,Delhi,EXCELENT
E1068,Meera12,,Sales,,noemail,2020-05-10,14,,Excellent
EMP_1069,Rekha,,I.T,-5000,emp39@yahoo.com,10/05/2020,,Mumbai,
E1070,Kunal,,Sales,85921,emp10@gamil.com,,,,Poor
EMP_1071,Sneha,22,,89694,emp102@,2020/05/10,-3,Delhi,Good
,Meera,58,,,emp156@gmail.com,05-10-2020,16,,
ID-1073,Ravi,150,HR,18524,emp613@gmail.com,05-10-2020,,delhi,Excellent
EMP_1074,John,,I.T,,emp687@,2020-05-10,-3,suratt,Excellent
ID-1075,Rita,150,HR,,emp329@gamil.com,05-10-2020,,suratt,EXCELENT
EMP_1076,Kunal,,finanec,21828,emp97@gamil.com,2020/05/10,,Delhi,
EMP_1077,Kunal,150,SALEs,,,05-10-2020,,Mumbai,Poor
EMP_1078,Meera,150,SALEs,,emp704@gmail.com,05-10-2020,-3,,Good
ID-1079,Amit,150,finanec,81919,emp367@gmail.com,05-10-2020,-3,,
E1080,John,,SALEs,50k,invalid@,2020/05/10,,suratt,
EMP_1081,Harsh,150,finanec,,emp604@yahoo.com,,,,
,Pooja,58,SALEs,,emp344@gmail.com,2020-05-10,,mumbai,EXCELENT
ID-1083,Ravi,,HR,,emp272@gamil.com,2020-05-10,-3,,Good
EMP_1084,John,,H R,106058,,10/05/2020,,delhi,Poor
E1085,Amit12,45,HR,,emp279@gamil.com,,,suratt,Poor
,Meera,42,H R,50k,emp581@gamil.com,,10,,Good
E1087,Rekha,,Finance,50k,emp753@,2020-05-10,,delhi,Poor
ID-1088,Harsh,150,IT,,emp620@,2020-05-10,15,Surat,Good
EMP_1089,Meera,150,,,emp854@gamil.com,,,Delhi,Excellent
ID-1090,John##,,H R,50k,,,2,Delhi,Average
EMP_1091,Rekha,,Sales,44541,emp219@yahoo.com,2020/05/10,,Delhi,Average
E1092,Pooja,,IT,,,2020-05-10,-3,Mumbai,
ID-1093,Harsh,150,finanec,59368,emp533@yahoo.com,05-10-2020,,delhi,
,Sam,47,Finance,136306,emp618@,,10,Mumbai,EXCELENT
,John,150,Finance,,emp82@,10/05/2020,12,Surat,Excellent
E1096,Rekha,,I.T,,emp392@yahoo.com,,,,EXCELENT
,Harsh,,Sales,,emp368@,,11,delhi,EXCELENT
E1098,Ravi,,,17472,emp420@gmail.com,2020/05/10,5,Surat,Good
EMP_1099,Ankit,25,SALEs,90383,invalid@,2020/05/10,,Surat,Excellent
EMP_1100,Sam,,Finance,,emp271@,05-10-2020,,suratt,Poor
EMP_1101,Pooja,150,IT,49055,noemail,2020-05-10,,delhi,EXCELENT
EMP_1102,Pooja,29,IT,,,05-10-2020,,,Average
EMP_1103,Meera,,IT,95842,emp831@,2020-05-10,-3,delhi,
,Harsh,150,Finance,,emp436@gamil.com,05-10-2020,-3,Surat,Average
E1105,Harsh,150,Finance,-5000,emp90@,2020-05-10,,mumbai,Excellent
,Ankit,,HR,50k,emp164@,,9,,Poor
E1107,Meera,150,finanec,,emp669@yahoo.com,2020-05-10,14,delhi,Poor
,Pooja,150,finanec,,emp453@yahoo.com,2020/05/10,,,Good
ID-1109,Ankit,150,IT,,emp290@yahoo.com,,,suratt,Excellent
E1110,Sneha,36,H R,,emp367@yahoo.com,2020-05-10,,,Average
E1111,Amit,60,IT,,emp491@yahoo.com,2020-05-10,,suratt,
,Rekha,,Finance,,emp870@gmail.com,,-3,Surat,Good
EMP_1113,Kunal,,HR,50k,emp712@gamil.com,2020/05/10,,delhi,Average
E1114,Kunal,24,Sales,,emp340@gamil.com,,16,delhi,
E1115,Ravi,,Finance,,emp169@yahoo.com,05-10-2020,,suratt,
,Harsh,,IT,,invalid@,2020-05-10,9,Mumbai,Excellent
ID-1117,John,,Sales,50k,,,,Mumbai,Average
ID-1118,"Harsh ",,SALEs,,emp333@yahoo.com,,,,Excellent
EMP_1119,Rekha,26,Sales,,emp832@,2020-05-10,,,Excellent
E1120,Sam,48,IT,,emp873@yahoo.com,2020-05-10,,delhi,Good
EMP_1121,Rita,150,SALEs,,emp822@,2020/05/10,-3,,
E1122,Kunal,,HR,,emp909@gamil.com,2020/05/10,7,,Poor
